710	790
711	789
712	788
713	787
714	786
715	785
716	784
717	783
718	782
719	781
720	780
721	779
722	778
723	777
724	776
725	775
726	774
727	773
728	772
729	771
730	770
731	769
732	768
733	767
734	766
735	765
736	764
737	763
738	762
739	761
740	760
741	759
742	758
743	757
744	756
745	755
746	754
747	753
748	752
749	751
750	750
751	749
752	748
753	747
754	746
755	745
756	744
757	743
758	742
759	741
760	740
761	739
762	738
763	737
764	736
765	735
766	734
767	733
768	732
769	731
770	730
771	729
772	728
773	727
774	726
775	725
776	724
777	723
778	722
779	721
780	720
781	719
782	718
783	717
784	716
785	715
786	714
787	713
788	712
789	711
790	710
791	709
792	708
793	707
794	706
795	705
796	704
797	703
798	702
799	701
800	700
800	700
801	701
802	702
803	703
804	704
805	705
806	706
807	707
808	708
809	709
810	710
811	711
812	712
813	713
814	714
815	715
816	716
817	717
818	718
819	719
820	720
821	721
822	722
823	723
824	724
825	725
826	726
827	727
828	728
829	729
830	730
831	731
832	732
833	733
834	734
835	735
836	736
837	737
838	738
839	739
840	740
841	741
842	742
843	743
844	744
845	745
846	746
847	747
848	748
849	749
850	750
851	751
852	752
853	753
854	754
855	755
856	756
857	757
858	758
859	759
860	760
861	761
862	762
863	763
864	764
865	765
866	766
867	767
868	768
869	769
870	770
871	771
872	772
873	773
874	774
875	775
876	776
877	777
878	778
879	779
880	780
881	781
882	782
883	783
884	784
885	785
886	786
887	787
888	788
889	789
890	790
891	791
892	792
893	793
894	794
895	795
896	796
897	797
898	798
899	799
900	800
900	800
901	800
902	800
903	800
904	800
905	800
906	800
907	800
908	800
909	800
910	800
911	800
912	800
913	800
914	800
915	800
916	800
917	800
918	800
919	800
920	800
921	800
922	800
923	800
924	800
925	800
926	800
927	800
928	800
929	800
930	800
931	800
932	800
933	800
934	800
935	800
936	800
937	800
938	800
939	800
940	800
941	800
942	800
943	800
944	800
945	800
946	800
947	800
948	800
949	800
950	800
951	800
952	800
953	800
954	800
955	800
956	800
957	800
958	800
959	800
960	800
961	800
962	800
963	800
964	800
965	800
966	800
967	800
968	800
969	800
970	800
971	800
972	800
973	800
974	800
975	800
976	800
977	800
978	800
979	800
980	800
981	800
982	800
983	800
984	800
985	800
986	800
987	800
988	800
989	800
990	800
991	800
992	800
993	800
994	800
995	800
996	800
997	800
998	800
999	800
1000	800
1000	800
1001	799
1002	798
1003	797
1004	796
1005	795
1006	794
1007	793
1008	792
1009	791
1010	790
1011	789
1012	788
1013	787
1014	786
1015	785
1016	784
1017	783
1018	782
1019	781
1020	780
1021	779
1022	778
1023	777
1024	776
1025	775
1026	774
1027	773
1028	772
1029	771
1030	770
1031	769
1032	768
1033	767
1034	766
1035	765
1036	764
1037	763
1038	762
1039	761
1040	760
1041	759
1042	758
1043	757
1044	756
1045	755
1046	754
1047	753
1048	752
1049	751
1050	750
1051	749
1052	748
1053	747
1054	746
1055	745
1056	744
1057	743
1058	742
1059	741
1060	740
1061	739
1062	738
1063	737
1064	736
1065	735
1066	734
1067	733
1068	732
1069	731
1070	730
1071	729
1072	728
1073	727
1074	726
1075	725
1076	724
1077	723
1078	722
1079	721
1080	720
1081	719
1082	718
1083	717
1084	716
1085	715
1086	714
1087	713
1088	712
1089	711
1090	710
1091	709
1092	708
1093	707
1094	706
1095	705
1096	704
1097	703
1098	702
1099	701
1100	700
1100	700
1100	699
1100	698
1100	697
1100	696
1100	695
1100	694
1100	693
1100	692
1100	691
1100	690
1100	689
1100	688
1100	687
1100	686
1100	685
1100	684
1100	683
1100	682
1100	681
1100	680
1100	679
1100	678
1100	677
1100	676
1100	675
1100	674
1100	673
1100	672
1100	671
1100	670
1100	669
1100	668
1100	667
1100	666
1100	665
1100	664
1100	663
1100	662
1100	661
1100	660
1100	659
1100	658
1100	657
1100	656
1100	655
1100	654
1100	653
1100	652
1100	651
1100	650
1100	649
1100	648
1100	647
1100	646
1100	645
1100	644
1100	643
1100	642
1100	641
1100	640
1100	639
1100	638
1100	637
1100	636
1100	635
1100	634
1100	633
1100	632
1100	631
1100	630
1100	629
1100	628
1100	627
1100	626
1100	625
1100	624
1100	623
1100	622
1100	621
1100	620
1100	619
1100	618
1100	617
1100	616
1100	615
1100	614
1100	613
1100	612
1100	611
1100	610
1100	609
1100	608
1100	607
1100	606
1100	605
1100	604
1100	603
1100	602
1100	601
1100	600
1100	600.00
1099	598.67
1098	597.33
1097	596.00
1096	594.67
1095	593.33
1094	592.00
1093	590.67
1092	589.33
1091	588.00
1090	586.67
1089	585.33
1088	584.00
1087	582.67
1086	581.33
1085	580.00
1084	578.67
1083	577.33
1082	576.00
1081	574.67
1080	573.33
1079	572.00
1078	570.67
1077	569.33
1076	568.00
1075	566.67
1074	565.33
1073	564.00
1072	562.67
1071	561.33
1070	560.00
1069	558.67
1068	557.33
1067	556.00
1066	554.67
1065	553.33
1064	552.00
1063	550.67
1062	549.33
1061	548.00
1060	546.67
1059	545.33
1058	544.00
1057	542.67
1056	541.33
1055	540.00
1054	538.67
1053	537.33
1052	536.00
1051	534.67
1050	533.33
1049	532.00
1048	530.67
1047	529.33
1046	528.00
1045	526.67
1044	525.33
1043	524.00
1042	522.67
1041	521.33
1040	520.00
1039	518.67
1038	517.33
1037	516.00
1036	514.67
1035	513.33
1034	512.00
1033	510.67
1032	509.33
1031	508.00
1030	506.67
1029	505.33
1028	504.00
1027	502.67
1026	501.33
1025	500.00
1024	498.67
1023	497.33
1022	496.00
1021	494.67
1020	493.33
1019	492.00
1018	490.67
1017	489.33
1016	488.00
1015	486.67
1014	485.33
1013	484.00
1012	482.67
1011	481.33
1010	480.00
1009	478.67
1008	477.33
1007	476.00
1006	474.67
1005	473.33
1004	472.00
1003	470.67
1002	469.33
1001	468.00
1000	466.67
999	465.33
998	464.00
997	462.67
996	461.33
995	460.00
994	458.67
993	457.33
992	456.00
991	454.67
990	453.33
989	452.00
988	450.67
987	449.33
986	448.00
985	446.67
984	445.33
983	444.00
982	442.67
981	441.33
980	440.00
979	438.67
978	437.33
977	436.00
976	434.67
975	433.33
974	432.00
973	430.67
972	429.33
971	428.00
970	426.67
969	425.33
968	424.00
967	422.67
966	421.33
965	420.00
964	418.67
963	417.33
962	416.00
961	414.67
960	413.33
959	412.00
958	410.67
957	409.33
956	408.00
955	406.67
954	405.33
953	404.00
952	402.67
951	401.33
950	400.00
949	398.67
948	397.33
947	396.00
946	394.67
945	393.33
944	392.00
943	390.67
942	389.33
941	388.00
940	386.67
939	385.33
938	384.00
937	382.67
936	381.33
935	380.00
934	378.67
933	377.33
932	376.00
931	374.67
930	373.33
929	372.00
928	370.67
927	369.33
926	368.00
925	366.67
924	365.33
923	364.00
922	362.67
921	361.33
920	360.00
919	358.67
918	357.33
917	356.00
916	354.67
915	353.33
914	352.00
913	350.67
912	349.33
911	348.00
910	346.67
909	345.33
908	344.00
907	342.67
906	341.33
905	340.00
904	338.67
903	337.33
902	336.00
901	334.67
900	333.33
899	332.00
898	330.67
897	329.33
896	328.00
895	326.67
894	325.33
893	324.00
892	322.67
891	321.33
890	320.00
889	318.67
888	317.33
887	316.00
886	314.67
885	313.33
884	312.00
883	310.67
882	309.33
881	308.00
880	306.67
879	305.33
878	304.00
877	302.67
876	301.33
875	300.00
874	298.67
873	297.33
872	296.00
871	294.67
870	293.33
869	292.00
868	290.67
867	289.33
866	288.00
865	286.67
864	285.33
863	284.00
862	282.67
861	281.33
860	280.00
859	278.67
858	277.33
857	276.00
856	274.67
855	273.33
854	272.00
853	270.67
852	269.33
851	268.00
850	266.67
849	265.33
848	264.00
847	262.67
846	261.33
845	260.00
844	258.67
843	257.33
842	256.00
841	254.67
840	253.33
839	252.00
838	250.67
837	249.33
836	248.00
835	246.67
834	245.33
833	244.00
832	242.67
831	241.33
830	240.00
829	238.67
828	237.33
827	236.00
826	234.67
825	233.33
824	232.00
823	230.67
822	229.33
821	228.00
820	226.67
819	225.33
818	224.00
817	222.67
816	221.33
815	220.00
814	218.67
813	217.33
812	216.00
811	214.67
810	213.33
809	212.00
808	210.67
807	209.33
806	208.00
805	206.67
804	205.33
803	204.00
802	202.67
801	201.33
800	200.00
800	200.00
799	201.33
798	202.67
797	204.00
796	205.33
795	206.67
794	208.00
793	209.33
792	210.67
791	212.00
790	213.33
789	214.67
788	216.00
787	217.33
786	218.67
785	220.00
784	221.33
783	222.67
782	224.00
781	225.33
780	226.67
779	228.00
778	229.33
777	230.67
776	232.00
775	233.33
774	234.67
773	236.00
772	237.33
771	238.67
770	240.00
769	241.33
768	242.67
767	244.00
766	245.33
765	246.67
764	248.00
763	249.33
762	250.67
761	252.00
760	253.33
759	254.67
758	256.00
757	257.33
756	258.67
755	260.00
754	261.33
753	262.67
752	264.00
751	265.33
750	266.67
749	268.00
748	269.33
747	270.67
746	272.00
745	273.33
744	274.67
743	276.00
742	277.33
741	278.67
740	280.00
739	281.33
738	282.67
737	284.00
736	285.33
735	286.67
734	288.00
733	289.33
732	290.67
731	292.00
730	293.33
729	294.67
728	296.00
727	297.33
726	298.67
725	300.00
724	301.33
723	302.67
722	304.00
721	305.33
720	306.67
719	308.00
718	309.33
717	310.67
716	312.00
715	313.33
714	314.67
713	316.00
712	317.33
711	318.67
710	320.00
709	321.33
708	322.67
707	324.00
706	325.33
705	326.67
704	328.00
703	329.33
702	330.67
701	332.00
700	333.33
699	334.67
698	336.00
697	337.33
696	338.67
695	340.00
694	341.33
693	342.67
692	344.00
691	345.33
690	346.67
689	348.00
688	349.33
687	350.67
686	352.00
685	353.33
684	354.67
683	356.00
682	357.33
681	358.67
680	360.00
679	361.33
678	362.67
677	364.00
676	365.33
675	366.67
674	368.00
673	369.33
672	370.67
671	372.00
670	373.33
669	374.67
668	376.00
667	377.33
666	378.67
665	380.00
664	381.33
663	382.67
662	384.00
661	385.33
660	386.67
659	388.00
658	389.33
657	390.67
656	392.00
655	393.33
654	394.67
653	396.00
652	397.33
651	398.67
650	400.00
649	401.33
648	402.67
647	404.00
646	405.33
645	406.67
644	408.00
643	409.33
642	410.67
641	412.00
640	413.33
639	414.67
638	416.00
637	417.33
636	418.67
635	420.00
634	421.33
633	422.67
632	424.00
631	425.33
630	426.67
629	428.00
628	429.33
627	430.67
626	432.00
625	433.33
624	434.67
623	436.00
622	437.33
621	438.67
620	440.00
619	441.33
618	442.67
617	444.00
616	445.33
615	446.67
614	448.00
613	449.33
612	450.67
611	452.00
610	453.33
609	454.67
608	456.00
607	457.33
606	458.67
605	460.00
604	461.33
603	462.67
602	464.00
601	465.33
600	466.67
599	468.00
598	469.33
597	470.67
596	472.00
595	473.33
594	474.67
593	476.00
592	477.33
591	478.67
590	480.00
589	481.33
588	482.67
587	484.00
586	485.33
585	486.67
584	488.00
583	489.33
582	490.67
581	492.00
580	493.33
579	494.67
578	496.00
577	497.33
576	498.67
575	500.00
574	501.33
573	502.67
572	504.00
571	505.33
570	506.67
569	508.00
568	509.33
567	510.67
566	512.00
565	513.33
564	514.67
563	516.00
562	517.33
561	518.67
560	520.00
559	521.33
558	522.67
557	524.00
556	525.33
555	526.67
554	528.00
553	529.33
552	530.67
551	532.00
550	533.33
549	534.67
548	536.00
547	537.33
546	538.67
545	540.00
544	541.33
543	542.67
542	544.00
541	545.33
540	546.67
539	548.00
538	549.33
537	550.67
536	552.00
535	553.33
534	554.67
533	556.00
532	557.33
531	558.67
530	560.00
529	561.33
528	562.67
527	564.00
526	565.33
525	566.67
524	568.00
523	569.33
522	570.67
521	572.00
520	573.33
519	574.67
518	576.00
517	577.33
516	578.67
515	580.00
514	581.33
513	582.67
512	584.00
511	585.33
510	586.67
509	588.00
508	589.33
507	590.67
506	592.00
505	593.33
504	594.67
503	596.00
502	597.33
501	598.67
500	600.00
